MAP_ID,IN_JAN,IN_FEB,IN_MAR,IN_APR,IN_MAY,IN_JUN,IN_JUL,IN_AUG,IN_SEP,IN_OCT,IN_NOV,IN_DEC,DESC_ALERT,DESC_FIRE,DESC_OTHER,DESC_NEW,NB_UNITS,Median_NrIncidentsLastWeek,Median_NrIncidentsLastMonth,Median_NrCrimesLastWeek,Median_NrCrimesLastMonth,Median_NrIncidentsLastWeekPast,Median_NrIncidentsLastMonthPast,Median_NrCrimesLastWeekPast,Median_NrCrimesLastMonthPast,NB_PROPERTIES,FLOORS,HOUSINGS,YEAR_CONSTRUCTION,LAND_AREA,BUILDING_AREA,USAGE_LOGEMENT,CATEGORY_REGULAR,CATEGORY_CONDOMINIUM,NB_INCIDENTS
38-84,0.113,0.075,0.075,0.113,0.082,0.085,0.078,0.069,0.094,0.069,0.072,0.075,0.831,0.06,0.11,0,4,1,5,2,10,1,5,2,10,828,2,1,1995,29.5,201,0.8,0.157,0.843,319
38-85,0.076,0.054,0.054,0.076,0.076,0.152,0.087,0.065,0.141,0.065,0.076,0.076,0.804,0.033,0.163,0,3,0,1,0,3,0,1,0,3,508,2,1,1992,38,201,0.819,0.154,0.846,92
38-86,0,0,0,0,0,0.333,0,0.667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,59,2,1,2010,28,201,0.966,0.017,0.983,3
38-89,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0.75,0,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38-90,0,0,0.25,0.5,0,0,0.25,0,0,0,0,0,0.75,0.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
39-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1963,18395,201,1,1,0,0
39-23,0.333,0,0,0,0.333,0,0,0.333,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6,1.5,1,1949,2032.5,196.5,1,1,0,3
39-24,0,0,0.5,0,0,0,0,0,0,0.25,0,0.25,0.5,0,0.5,0,2.5,0,0,0,0,0,0,0,0,34,1,1,1960.5,1112.5,114,0.941,1,0,4
39-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1946,645,108,0.857,1,0,0
39-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,2,1,1964,1657,175,0.889,1,0,1
39-49,0,0.286,0,0,0.143,0,0.143,0,0,0,0.143,0.286,0.857,0,0.143,0,4,0,0,0,0,0,0,0,0,51,2,1,1986,689,304,0.98,1,0,7
39-50,0.2,0,0,0,0,0,0,0.2,0,0.4,0.2,0,0.8,0.2,0,0,3,0,0,0,0,0,0,0,0,51,2,1,2002,739,265,1,1,0,5
39-51,0.167,0.167,0,0,0.5,0.083,0.083,0,0,0,0,0,0.75,0.167,0.083,0,3,0,0,0,1,0,0,0,1,163,2,1,1981,510,201,1,1,0,12
39-52,0.125,0,0,0.125,0,0.125,0,0,0,0,0.25,0.375,0.625,0.125,0.25,0,2,0,0,0,0.5,0,0,0,0,204,2,1,1961,407.5,160.5,0.985,1,0,8
39-53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,134,2,1,1972,215.5,128,0.978,1,0,1
39-54,0.118,0.059,0,0.059,0.353,0,0.118,0,0.118,0,0.059,0.118,0.882,0.059,0.059,0,4,0,0,0,0,0,0,0,0,5,2,1,1981,719,410,0.6,0.8,0.2,17
39-55,0.08,0,0.12,0.08,0.12,0.16,0.2,0.08,0,0.12,0.04,0,0.92,0,0.08,0,3,0,1,0,0,0,1,0,0,123,2,1,2015,40,201,0.87,0.049,0.951,25
39-56,0,0,0,0.1,0.2,0.1,0.1,0.3,0,0.1,0.1,0,0.3,0,0.7,0,1,0,0,0,0,0,0,0,0,38,2,1,2007,295,201,0.868,1,0,10
39-57,0.022,0.043,0.065,0.087,0.043,0.043,0.109,0.196,0.152,0.087,0.065,0.087,0.543,0.022,0.435,0,3,0,0.5,0,1,0,0,0,1,94,2,2,1959,359,201,0.862,1,0,46
39-58,0.051,0.051,0.103,0.077,0.077,0.051,0.077,0.077,0.051,0.128,0.077,0.179,0.795,0.077,0.128,0,3,0,1,0,0,0,1,0,0,160,2,2,1950,375,170,0.956,0.981,0.019,39
39-59,0.054,0.162,0.108,0.054,0.054,0.189,0.108,0.081,0.054,0.081,0,0.054,0.919,0.027,0.054,0,3,0,1,0,0,0,0,0,0,106,2,1.5,1948,372,150,0.943,0.981,0.019,37
39-60,0.118,0.094,0.082,0.071,0.118,0.094,0.082,0.059,0.059,0.024,0.082,0.118,0.812,0.118,0.071,0,3,0,1,0,1,0,1,0,1,234,2,1,1952,393,121,0.979,1,0,85
39-61,0.109,0.043,0,0.043,0.065,0.217,0.109,0.13,0.087,0.087,0.065,0.043,0.717,0,0.283,0,3,0,1,0,0,0,1,0,0,196,2,1,1971,349,127,0.99,0.857,0.143,46
39-62,0.154,0.051,0.051,0.051,0.077,0.077,0.077,0,0.026,0.179,0.077,0.179,0.846,0.103,0.051,0,4,0,0,0,0,0,0,0,0,595,2,1,1977,77,150,0.963,0.291,0.709,39
39-63,0.178,0.041,0.068,0.11,0.137,0.055,0.041,0.096,0.041,0.068,0.082,0.082,0.726,0.096,0.178,0,4,0,1,0,1,0,1,0,0,511,2,1,1981,72,189,0.994,0.023,0.977,73
39-64,0,0.167,0.083,0.167,0,0.167,0.083,0,0.083,0.083,0.083,0.083,0.917,0,0.083,0,4,0,0,0,0,0,0,0,0,25,1,1,1955,437,113,0.56,1,0,12
39-65,0,0.111,0,0.111,0,0.222,0.111,0,0.111,0.111,0.111,0.111,0.778,0,0.222,0,3,0,0,0,0,0,0,0,0,7,1,1,1969,6829,3857,0,1,0,9
39-66,0.042,0.042,0.125,0.083,0.042,0,0.167,0,0.083,0.042,0.25,0.125,0.792,0.042,0.167,0,3,0,0,0,0,0,0,0,0,143,2,1,1956,464,230,0.986,0.671,0.329,24
39-67,0,0.143,0.071,0,0.143,0,0.214,0.071,0.071,0,0,0.286,0.786,0.143,0.071,0,3,0,0,0,0,0,0,0,0,151,2,1,1948,458,205,0.987,0.974,0.026,14
39-68,0.125,0.063,0,0.063,0,0.125,0.25,0.063,0.188,0,0.063,0.063,0.938,0,0.063,0,2.5,0,0,0,0,0,0,0,0,135,2,1,1939,471,176,0.978,0.985,0.015,16
39-69,0.042,0,0,0,0.167,0.083,0.208,0.125,0.042,0.083,0.208,0.042,0.792,0.042,0.167,0,3,0,0,0,0,0,0,0,0,163,2,1,1938,468,157,0.988,0.975,0.025,24
39-70,0.143,0.095,0,0.143,0.143,0.048,0.095,0,0.095,0.143,0.048,0.048,0.762,0,0.238,0,3,0,0,0,0,0,0,0,0,189,2,1,1950,416,201,0.984,0.868,0.132,21
39-71,0.032,0.032,0.129,0.29,0.032,0.065,0.129,0.032,0.097,0,0.129,0.032,0.742,0.065,0.194,0,3,0,0,0,0,0,0,0,0,47,2,2,1951,351,222,0.553,1,0,31
39-72,0.082,0.066,0.131,0.082,0.115,0.049,0.049,0.049,0.082,0.098,0.115,0.082,0.852,0.016,0.131,0,4,0,1,0,1,0,1,0,1,262,2,1,1930,78,211,0.924,0.294,0.706,61
39-73,0.068,0.091,0.057,0.045,0.045,0.114,0.08,0.068,0.102,0.159,0.102,0.068,0.807,0.057,0.136,0,3,0,1,0,1,0,1,0,1,321,2,1,1928,87,229,0.919,0.399,0.601,88
39-74,0.103,0.095,0.103,0.056,0.071,0.103,0.056,0.175,0.079,0.063,0.024,0.071,0.921,0.048,0.032,0,3,0,2,0,2,0,2,0,2,242,2,1,1925,195,222,0.959,0.512,0.488,126
39-75,0.057,0.029,0.114,0.043,0.129,0.114,0.086,0.1,0.071,0.086,0.029,0.143,0.786,0.057,0.157,0,3,0,1,0,1,0,1,0,1,229,2,1,1917,261,207,0.939,0.921,0.079,70
39-76,0.093,0.093,0.074,0.093,0.074,0.056,0.093,0.019,0.185,0.056,0.019,0.148,0.759,0.111,0.13,0,3,0,1,0,2,0,0,0,2,515,2,1,1911,179,201,0.934,0.571,0.429,54
39-77,0.089,0.065,0.065,0.081,0.089,0.048,0.137,0.081,0.065,0.073,0.113,0.097,0.847,0.048,0.105,0,3,0,2,0,2,0,2,0,2,472,2,1,1910,148,361,0.869,0.494,0.506,124
39-78,0.088,0.035,0.07,0.07,0.105,0.088,0.114,0.07,0.088,0.088,0.088,0.096,0.746,0.105,0.149,0,3,0,1,0,3,0,1,0,3,558,2,1,1910,78,253,0.91,0.396,0.604,114
39-79,0.143,0.107,0.079,0.071,0.064,0.064,0.079,0.121,0.129,0.036,0.036,0.071,0.693,0.1,0.207,0,3,0,2,0,5,0,2,1,5,729,2,1,1952,47,201,0.786,0.337,0.663,140
39-80,0.107,0.116,0.091,0.074,0.058,0.058,0.107,0.116,0.058,0.058,0.05,0.107,0.777,0.091,0.132,0,3,0,2,0,3,0,2,0,3,675,2,1,1900,130,201,0.95,0.633,0.367,121
39-81,0.121,0.05,0.057,0.107,0.15,0.093,0.029,0.093,0.107,0.057,0.071,0.064,0.807,0.057,0.136,0,4,0,2,0.5,3,0,2,1,4,833,2,1,1931,88,201,0.872,0.473,0.527,140
39-82,0.095,0.033,0.086,0.086,0.105,0.143,0.09,0.071,0.119,0.062,0.071,0.038,0.867,0.043,0.09,0,4,1,3.5,1,4,1,3,1,4,364,2,1,1918.5,75.5,201,0.912,0.349,0.651,210
39-83,0.154,0.074,0.099,0.068,0.049,0.056,0.099,0.093,0.086,0.068,0.056,0.099,0.833,0.056,0.111,0,4,0,2,0,3,0,2,1,3,288,2,1,1952,96,240,0.872,0.424,0.576,162
39-84,0.097,0.055,0.092,0.059,0.118,0.118,0.05,0.105,0.063,0.092,0.055,0.097,0.786,0.029,0.185,0,3,1,4,1,6,1,4,1,6,643,2,1,1968,80,201,0.851,0.451,0.549,238
39-85,0.091,0.045,0.106,0.03,0.091,0.076,0.152,0.152,0.061,0.045,0.061,0.091,0.773,0.091,0.136,0,4,0,1,0,2,0,1,0,2,612,2,1,2006,47,201,0.922,0.222,0.778,66
39-86,0,0,0,0.125,0.375,0,0.25,0.125,0,0.125,0,0,0.125,0.125,0.75,0,1,0,0,0,0.5,0,0,0,0,11,2,1,1968,1032,201,0,1,0,8
39-88,0,0.273,0,0,0.091,0.182,0.091,0,0.091,0.182,0,0.091,0.727,0,0.273,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
39-90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4-10,0,0,0.143,0.286,0,0.214,0.214,0,0,0,0,0.143,0.929,0,0.071,0,4,0,0,0,0,0,0,0,0,32,2,1,1926,497.5,119.5,0.969,1,0,14
4-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1950.5,1622.5,174,1,1,0,0
4-14,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,11,0,0,0,0,0,0,0,0,75,1,1,1956,1467,140,0.987,1,0,2
4-15,0,0,0,0,0,0,0,0.333,0,0.333,0,0.333,1,0,0,0,2,0,0,0,0,0,0,0,0,59,2,1,1957,1394,182,0.966,1,0,3
4-16,0.143,0,0,0,0.143,0.143,0,0.143,0,0.286,0.143,0,0.714,0,0.286,0,3,0,0,0,0,0,0,0,0,36,2,1,1957,1428.5,192.5,1,1,0,7
4-17,0,0,0,0.2,0.6,0,0,0,0,0.2,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,44,2,1,1954.5,1752.5,194,1,1,0,5
4-18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,21,2,1,1968,1539,255,1,1,0,1
4-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1958.5,3427,303.5,1,1,0,0
4-8,0.333,0,0.333,0.333,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,12,2,1,1961.5,2420.5,261,1,1,0,3
4-9,0.143,0,0,0,0,0.286,0.143,0.286,0.143,0,0,0,0.857,0,0.143,0,3,0,0,0,0,0,0,0,0,49,2,1,1955,1416,174,1,1,0,7
40-49,0,0,0,0,0,0,0,0.333,0.333,0.333,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,12,2,1,1979.5,1129,276.5,1,1,0,3
40-50,0,0.211,0,0.105,0.105,0.105,0.158,0.158,0.105,0,0.053,0,0.895,0.053,0.053,0,3,0,0,0,0,0,0,0,0,160,2,1,1981,549,236,1,1,0,19
40-51,0.077,0.077,0.077,0,0.077,0,0.231,0.077,0.154,0.154,0.077,0,0.769,0,0.231,0,2,0,0,0,0,0,0,0,0,159,2,1,1958,483,140,0.987,1,0,13
40-52,0,0,0.1,0.1,0.1,0.1,0.2,0,0,0.2,0.1,0.1,0.8,0.2,0,0,3,0,0,0,0,0,0,0,0,280,2,1,1978,341,201,1,0.971,0.029,10
40-53,0,0,0,0.125,0.25,0.25,0.125,0.125,0,0,0,0.125,0.375,0,0.625,0,1,0,0,0,0,0,0,0,0.5,291,2,1,1976,236,124,0.99,1,0,8
40-54,0,0,0.111,0.111,0.111,0.111,0.222,0.111,0.111,0,0.111,0,0.667,0.222,0.111,0,3,0,0,0,0,0,0,0,0,183,2,1,1974,389,213,0.989,0.913,0.087,9
40-55,0,0.091,0.091,0,0.182,0,0.091,0.091,0,0.182,0,0.273,0.818,0,0.182,0,3,0,0,0,0,0,0,0,0,7,1,1,1954,889,327,0.714,0.857,0.143,11
40-56,0.105,0.105,0.088,0.088,0.105,0.07,0.123,0.088,0.105,0.035,0.035,0.053,0.632,0.088,0.281,0,3,0,1,0,0,0,0,0,0,653,2,1,2010,52,201,0.942,0.055,0.945,57
40-57,0,0.043,0,0.174,0.174,0.087,0,0.174,0.043,0.087,0.13,0.087,0.522,0.261,0.217,0,4,0,0,0,0,0,0,0,0,194,1,1,1942,372,91,0.918,1,0,23
40-58,0.154,0.103,0.103,0.051,0.051,0.077,0.103,0.026,0.103,0.128,0.026,0.077,0.641,0.128,0.231,0,3,0,0,0,0,0,0,0,0,256,1,1,1942,356,101,0.992,0.895,0.105,39
40-59,0.2,0.3,0,0,0,0,0.1,0,0.2,0.1,0,0.1,0.7,0,0.3,0,3,0,0,0,0,0,0,0,0.5,144,2,1,1951,419,133,0.951,1,0,10
40-60,0.15,0.1,0.125,0.1,0.025,0.1,0.025,0.05,0.1,0,0.175,0.05,0.9,0.05,0.05,0,3,0,0,0,0,0,0,0,1,128,2,1,1952,451,118,1,1,0,40
40-61,0.073,0.073,0.073,0.024,0.122,0.073,0.073,0.146,0.171,0.024,0.073,0.073,0.78,0.073,0.146,0,3,0,1,0,0,0,1,0,0,163,1,1,1955,436,110,1,1,0,41
40-62,0.1,0.06,0.08,0.08,0.06,0.12,0.04,0.1,0.16,0.12,0.02,0.06,0.78,0.06,0.16,0,3,0,0,0,1,0,0,0,1,394,1,1,2001,80,201,0.954,0.358,0.642,50
40-63,0.053,0.079,0.132,0.079,0.053,0.105,0.053,0.053,0.053,0.079,0.132,0.132,0.947,0,0.053,0,4,0,0.5,0,0,0,0,0,0,726,2,1,1990,43,201,0.871,0.004,0.996,38
40-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1968,9025,3838,0,1,0,0
40-65,0.133,0.156,0.067,0.111,0.089,0.044,0.044,0.111,0.089,0.022,0.089,0.044,0.978,0,0.022,0,3,0,0,0,0,0,0,0,0,7,1,1,1973,10537,4434,0,1,0,45
40-66,0.167,0.067,0.033,0.133,0.167,0.067,0.167,0,0.1,0.067,0.033,0,0.767,0.133,0.1,0,3,0,0,0,0,0,0,0,0,131,2,1,1972,212,201,0.725,0.374,0.626,30
40-67,0,0.154,0,0.154,0.154,0,0.154,0,0,0.154,0.077,0.154,0.846,0,0.154,0,3,0,0,0,0,0,0,0,0,97,2,1,1953,631,264,0.99,1,0,13
40-68,0.143,0,0.214,0.143,0,0.071,0,0.071,0,0.143,0.071,0.143,0.929,0.071,0,0,3,0,0,0,0,0,0,0,0,138,2,1,1953,612,220.5,0.935,1,0,14
40-69,0.071,0.071,0.143,0.107,0.143,0.036,0.036,0.107,0.107,0.071,0.071,0.036,0.786,0.071,0.143,0,3,0,0,0,0,0,0,0,0,50,2,1,1957.5,724.5,309,0.96,1,0,28
40-70,0.286,0.143,0,0.071,0.071,0.071,0.071,0,0.143,0.143,0,0,0.786,0.143,0.071,0,3,0,0,0,0,0,0,0,0,143,2,1,1959,618,240,0.958,0.916,0.084,14
40-71,0.103,0,0.034,0.103,0.069,0.103,0.103,0.069,0.207,0.138,0.069,0,0.862,0.069,0.069,0,3,0,0,0,0,0,0,0,0,202,2,1,1948,418,156,0.97,0.847,0.153,29
40-72,0.083,0.042,0.208,0.083,0.042,0.083,0.042,0,0.083,0.125,0.125,0.083,0.792,0,0.208,0,4,0,0,0,0,0,0,0,0,15,2,1,2008,117,201,0.867,0.333,0.667,24
40-73,0.148,0.082,0.049,0.033,0.033,0.115,0.016,0.066,0.18,0.148,0.082,0.049,0.82,0.049,0.131,0,3,0,1,0,1,0,1,0,1,565,1,1,1928,70,217,0.943,0.239,0.761,61
40-74,0.074,0.056,0.111,0.111,0.074,0.056,0.13,0.037,0.13,0.074,0.093,0.056,0.556,0.148,0.296,0,3,0,1,0,1,0,1,0,2,727,2,1,1923,68,253,0.968,0.278,0.722,54
40-75,0.067,0.056,0.079,0.045,0.124,0.067,0.101,0.124,0.135,0.067,0.045,0.09,0.64,0.112,0.247,0,3,0,1,0,2,0,1,0,2,435,2,1,1913,223,236,0.92,0.556,0.444,89
40-76,0.144,0.072,0.082,0.062,0.072,0.124,0.093,0.113,0.082,0.021,0.072,0.062,0.701,0.103,0.196,0,3,0,1,0,2,0,1,0,2,500,2,2,1910,199,244.5,0.96,0.684,0.316,97
40-77,0.042,0.063,0.115,0.073,0.135,0.115,0.083,0.052,0.104,0.115,0.052,0.052,0.792,0.042,0.167,0,3,0,1,1,3,0,1,1,3,428,2,1,1910,186,240,0.85,0.629,0.371,96
40-78,0.035,0.106,0.071,0.009,0.035,0.124,0.168,0.168,0.097,0.053,0.062,0.071,0.805,0.062,0.133,0,3,0,2,0,2,0,2,1,2,590,2,1,1910,66,201,0.805,0.408,0.592,113
40-79,0.088,0.035,0.035,0.07,0.079,0.079,0.061,0.088,0.088,0.105,0.14,0.132,0.649,0.096,0.254,0,3,0,2,0,3,0,2,0,3,676,2,1,1935,53,201,0.883,0.439,0.561,114
40-80,0.073,0.073,0.065,0.049,0.073,0.13,0.081,0.098,0.114,0.114,0.065,0.065,0.691,0.114,0.195,0,3,0,2,1,4,0,2,1,5,598,2,1,1900,132.5,201,0.838,0.726,0.274,123
40-81,0.087,0.078,0.068,0.078,0.078,0.102,0.117,0.112,0.073,0.058,0.063,0.087,0.791,0.087,0.121,0,3,0,3,0,3,1,3,1,3,450,2,1,1910,109.5,260,0.953,0.518,0.482,206
40-82,0.05,0.092,0.058,0.067,0.142,0.125,0.025,0.083,0.108,0.05,0.092,0.108,0.867,0.083,0.05,0,4,0,2,0,2,0,1,0,2,369,2,1,1910,82,230,0.911,0.385,0.615,120
40-83,0.118,0.093,0.13,0.062,0.056,0.106,0.081,0.043,0.118,0.05,0.087,0.056,0.783,0.056,0.161,0,4,0,2,0,3,0,2,1,3,552,2,1,1958,118.5,201,0.87,0.48,0.52,161
40-84,0.033,0.107,0.083,0.066,0.107,0.124,0.083,0.008,0.099,0.058,0.14,0.091,0.645,0.132,0.223,0,3,0,2,1,4,0,2,1,5,398,2,1,1910,113,219,0.95,0.487,0.513,121
40-85,0.129,0.026,0.06,0.06,0.06,0.112,0.155,0.078,0.078,0.086,0.078,0.078,0.741,0.052,0.207,0,3,0,2,1,4,0,2,1,4,233,2,1,1976,101,201,0.828,0.476,0.524,116
40-86,0.056,0.111,0.083,0,0.056,0.056,0.083,0.083,0.194,0.083,0.111,0.083,0.861,0.028,0.111,0,3,0,0,0,0,0,0,0,0,126,2,1,1987,49,201,0.802,0.31,0.69,36
40-88,0,0,0,0,0,0,0.333,0,0.333,0.333,0,0,0.333,0,0.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
40-89,0,0,0,0,0.2,0.4,0.2,0,0.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
41-50,0.077,0.231,0,0.077,0.154,0.077,0,0,0,0.077,0.154,0.154,1,0,0,0,3,0,0,0,0,0,0,0,0,64,2,1,1976,507.5,256,0.984,1,0,13
41-51,0.083,0.083,0.167,0,0.167,0.083,0.25,0.083,0.083,0,0,0,0.583,0.083,0.333,0,2,0,0,0,0,0,0,0,0,116,2,1,1960,500.5,181.5,0.974,1,0,12
41-52,0.182,0,0,0.182,0,0.091,0.182,0.091,0,0.091,0,0.182,0.727,0.273,0,0,3,0,0,0,0,0,0,0,0,163,2,1,1976,489,238,0.988,1,0,11
41-53,0.2,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0.6,0,0.4,0,3,0,0,0,0,0,0,0,0,186,2,1,1978,502,187,0.995,0.957,0.043,5
41-54,0.074,0.185,0,0.185,0.037,0.111,0.148,0,0.037,0.037,0.037,0.148,0.778,0.074,0.148,0,3,0,0,0,1,0,0,0,1,131,2,1,1955,587,215,0.763,0.802,0.198,27
41-55,0.143,0.095,0.102,0.041,0.068,0.082,0.054,0.061,0.061,0.061,0.116,0.116,0.83,0.102,0.068,0,3,0,2,0,1,0,2,0,1,222,1,1,2010,34.5,201,0.761,0.261,0.739,147
41-56,0.093,0.056,0.148,0.037,0.019,0.148,0.056,0.037,0.074,0.148,0.074,0.111,0.907,0.093,0,0,3,0,1,0,1,0,1,0,1,159,2,1,1957,324,219,0.981,0.824,0.176,54
41-57,0.125,0.071,0.125,0.036,0.107,0.071,0.089,0.107,0.054,0.107,0.071,0.036,0.821,0.107,0.071,0,4,0,1,0,1,0,1,0,1,217,2,1,1954,335,109,0.949,0.641,0.359,56
41-58,0,0.111,0,0,0.222,0.111,0.222,0.111,0.111,0,0.111,0,0.333,0.222,0.444,0,3,0,0,0,0,0,0,0,0,316,2,2,1954,336.5,201,0.984,0.956,0.044,9
41-59,0.143,0,0,0.143,0,0.143,0.143,0.143,0.143,0,0,0.143,0.857,0,0.143,0,3,0,0,0,1,0,0,0,1,257,2,1,1955,406,116,0.911,0.658,0.342,7
41-60,0,0,0.167,0,0,0.083,0.083,0.083,0.083,0.167,0.25,0.083,0.833,0,0.167,0,3,0,0,0,0,0,0,0,0,163,1,1,1954,465,110,0.994,1,0,12
41-61,0.056,0,0.056,0.167,0.111,0.056,0.056,0.111,0.222,0.056,0,0.111,0.778,0.056,0.167,0,3.5,0,0,0,0,0,0,0,0,201,1,1,1953,477,111,0.955,1,0,18
41-62,0.082,0.082,0.106,0.082,0.047,0.024,0.129,0.094,0.047,0.047,0.094,0.165,0.906,0.047,0.047,0,3,0,1,0,1,0,1,0,1,89,2,2,1959,269,214,0.91,0.966,0.034,85
41-63,0.11,0.096,0.082,0,0.11,0.137,0.11,0.027,0.068,0.178,0.055,0.027,0.822,0.068,0.11,0,3,0,1,0,0,0,1,0,0,227,2,1,2007,63,201,0.899,0.035,0.965,73
41-64,0,0.125,0.125,0.125,0,0,0.188,0.25,0,0.125,0.063,0,1,0,0,0,3,0,0,0,0,0,0,0,0,14,1,1,1972,8936.5,4275,0,1,0,16
41-65,0,0,0.077,0.154,0.077,0.154,0.077,0.231,0,0.077,0,0.154,0.769,0,0.231,0,3,0,0,0,1,0,0,0,0,12,1,1,1968.5,6557,3344.5,0,1,0,13
41-66,0.067,0.1,0.033,0.067,0.033,0.1,0.167,0.133,0.033,0.033,0.1,0.133,0.8,0,0.2,0,4,0,0,0,0,0,0,0,0,15,2,1,1970,620,207,0.533,0.933,0.067,30
41-67,0.077,0,0,0,0,0,0.154,0.077,0.231,0.077,0.154,0.231,0.923,0,0.077,0,3,0,0,0,1,0,0,0,1,129,1,1,1956,632,241,0.984,0.969,0.031,13
41-68,0,0.067,0.333,0,0.067,0.067,0,0.133,0,0.133,0.2,0,0.933,0.067,0,0,3,0,0,0,0,0,0,0,0,122,2,1,1957,771,312,0.992,1,0,15
41-69,0.051,0.179,0.179,0.026,0.026,0.103,0.154,0.051,0.077,0.077,0,0.077,0.923,0.026,0.051,0,3,0,0,0,0,0,0,0,0,146,2,1,1959,689.5,270.5,1,1,0,39
41-70,0.024,0.146,0.098,0.049,0.146,0.073,0.049,0.073,0.122,0.146,0.049,0.024,0.78,0.098,0.122,0,3,0,0,0,0,0,0,0,0,221,2,2,1959,256,251,0.995,0.968,0.032,41
41-71,0.105,0.084,0.084,0.074,0.095,0.084,0.063,0.126,0.074,0.042,0.095,0.074,0.674,0.137,0.189,0,3,0,1,0,3,0,1,0,3,387,2,2,1951,181,201,0.845,0.907,0.093,95
41-72,0.127,0.063,0.079,0.079,0.048,0.079,0.095,0.016,0.111,0.079,0.095,0.127,0.794,0.111,0.095,0,3,0,1,0,2,0,1,0,2,231,2,2,1959,177,207,0.87,0.801,0.199,63
41-73,0.125,0.094,0,0.063,0.094,0.063,0.094,0.063,0.094,0.031,0.156,0.125,0.906,0.063,0.031,0,3,0,0,0,0,0,0,0,0,81,2,1,1997,112,220,0.605,0.58,0.42,32
41-74,0.136,0.073,0.045,0.109,0.091,0.1,0.082,0.064,0.082,0.036,0.109,0.073,0.718,0.064,0.218,0,3,0,1.5,0,1,0,1,0,1,257,2,1,1920,163,293,0.949,0.502,0.498,110
41-75,0.167,0.028,0,0.056,0.111,0.111,0.111,0.139,0.056,0.028,0.111,0.083,0.5,0.222,0.278,0,3,0,0,0,2,0,0,0,2,685,2,1,1910,169,201,0.917,0.564,0.436,36
41-76,0.111,0.069,0.069,0.097,0.056,0.125,0.097,0.069,0.153,0.083,0.028,0.042,0.806,0.056,0.139,0,3,0,1,0,2,0,1,0,2,391,2,2,1910,195,256,0.903,0.693,0.307,72
41-77,0.138,0.106,0.064,0.085,0.021,0.096,0.074,0.106,0.138,0.096,0.032,0.043,0.713,0.085,0.202,0,3,0,1,0,2,0,1,1,2,391,2,1,1960,72,252,0.734,0.422,0.578,94
41-78,0.089,0.063,0.08,0.08,0.089,0.107,0.143,0.134,0.054,0.054,0.071,0.036,0.714,0.045,0.241,0,3,0,1,0.5,3,0,1,1,3,681,2,1,1996,46,201,0.825,0.28,0.72,112
41-79,0.118,0.169,0.125,0.066,0.059,0.096,0.081,0.037,0.066,0.066,0.037,0.081,0.743,0.074,0.184,0,4,0,2,1,4,0,2,1,4,727,2,1,1927,66,201,0.856,0.436,0.564,136
41-80,0.083,0.095,0.095,0.107,0.119,0.095,0.036,0.107,0.095,0.06,0.06,0.048,0.726,0.06,0.214,0,3,0,1,0,1,0,1,0,1,413,2,1,1910,115,243,0.939,0.545,0.455,84
41-81,0.113,0.144,0.041,0.124,0.052,0.093,0.093,0.144,0.062,0.041,0.052,0.041,0.763,0.031,0.206,0,3,0,2,0,3,0,1,1,3,376,2,1,1960.5,83.5,205.5,0.883,0.38,0.62,97
41-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1934,10246,5491,0,1,0,0
